"State","Year","under19_pop_prct","white_pop_prct"
"ME",2018,0.211273306513464,0.957389416581968
"ME",2019,0.209161947668969,0.956414613171137
"MI",1990,0.296179520860578,0.84243392370082
"MI",1991,0.294151788117287,0.840632986988064
"MI",1992,0.292286633755544,0.839170846491716
"MI",1993,0.292240008872011,0.83739628268593
"MI",1994,0.291664170418506,0.835667095274647
"MI",1995,0.291806059210573,0.833883428131114
"MI",1996,0.291406337662657,0.832449382060727
"MI",1997,0.291674495320699,0.830948580041025
"MI",1998,0.291791828180954,0.829216195627472
"MI",1999,0.291112279577202,0.827200368268898
"MI",2000,0.289876362101794,0.825157222593432
"MI",2001,0.288323331118033,0.823748788924565
"MI",2002,0.286536051862524,0.82249006810301
"MI",2003,0.284730676320805,0.821199798588847
"MI",2004,0.283151746116357,0.820092458565445
"MI",2005,0.280944832410502,0.819002865048999
"MI",2006,0.278679695789621,0.817899536681699
"MI",2007,0.276542391956873,0.816969501116057
"MI",2008,0.273899507675214,0.816199818857936
"MI",2009,0.270900302789723,0.815358158098027
"MI",2010,0.266917573356038,0.814112969766672
"MI",2011,0.262684049197706,0.812798636608148
"MI",2012,0.258755024807659,0.811554847382755
"MI",2013,0.255379945556697,0.810571402487525
"MI",2014,0.252335584593037,0.809422158325082
"MI",2015,0.249737633429876,0.808275610002905
"MI",2016,0.247594133040204,0.806975197704735
"MI",2017,0.245546175447308,0.805828450371669
"MI",2018,0.243262468459763,0.805010721076531
"MI",2019,0.241085859144674,0.804101831036531
"MN",1990,0.296792811246471,0.94842907183537
"MN",1991,0.294751533430807,0.946354072489129
"MN",1992,0.295311920262872,0.943158957302875
"MN",1993,0.295058949234343,0.940364191561197
"MN",1994,0.294934771834273,0.937339966228197
"MN",1995,0.2940555944191,0.934223785347347
"MN",1996,0.293426429614327,0.931495257517409
"MN",1997,0.293805252141857,0.928056279246503
"MN",1998,0.294584382138907,0.924214257994121
"MN",1999,0.293323191369783,0.920274850768886
"MN",2000,0.291487591848052,0.915555531233
"MN",2001,0.289743950986555,0.912118216358847
"MN",2002,0.28672596875632,0.908782440896326
"MN",2003,0.284026031488223,0.905563035413367
"MN",2004,0.281960283530144,0.902160558191863
"MN",2005,0.279294780566755,0.898652394191888
"MN",2006,0.277080228640927,0.894827497722015
"MN",2007,0.275373362628651,0.891077801268743
"MN",2008,0.273489437238447,0.887661334495136
"MN",2009,0.271486061035715,0.884825105189102
"MN",2010,0.269552506690106,0.882026117208089
"MN",2011,0.267757708688301,0.878669912121692
"MN",2012,0.265230181732356,0.875685441640816
"MN",2013,0.263092920467596,0.872539451986421
"MN",2014,0.261633705914003,0.868876235328822
"MN",2015,0.260290527308122,0.86507284160326
"MN",2016,0.259455444612316,0.860919499437236
"MN",2017,0.258646516583037,0.857179635049216
"MN",2018,0.257536010262834,0.853857008491774
"MN",2019,0.256283743336445,0.850864559957104
"MO",1990,0.286995601378859,0.880545655191777
"MO",1991,0.285702985998298,0.879237835538021
"MO",1992,0.285405055412958,0.877575879784578
"MO",1993,0.285925813504579,0.875949669665682
"MO",1994,0.285905128691029,0.874469832549441
"MO",1995,0.286418418492122,0.873319503548275
"MO",1996,0.287372690646671,0.871786025101845
"MO",1997,0.287539409759883,0.870234271991517
"MO",1998,0.288213279630698,0.868812961073135
"MO",1999,0.286626376226459,0.867496963294155
"MO",2000,0.284496686007578,0.864883807404118
"MO",2001,0.282401152107144,0.863368268339992
"MO",2002,0.280127052376064,0.861918737582216
"MO",2003,0.278260967039811,0.860569134811468
"MO",2004,0.27668330914702,0.859048798475784
"MO",2005,0.274926169628517,0.857623957307912
"MO",2006,0.273310439823753,0.856142635327752
"MO",2007,0.272132742442946,0.854962759094859
"MO",2008,0.270870991418514,0.853748770239146
"MO",2009,0.269074705825514,0.852426100738657
"MO",2010,0.26669128318435,0.850996685442599
"MO",2011,0.26369592073574,0.84972817383564
"MO",2012,0.260610450857327,0.848656464654295
"MO",2013,0.258087494609496,0.847491729042009
"MO",2014,0.256100275387116,0.846281052052095
"MO",2015,0.254631956746444,0.845015392642495
"MO",2016,0.253342335926507,0.844065229373096
"MO",2017,0.252013290385759,0.842922411068553
"MO",2018,0.250539440275888,0.841994680168968
"MO",2019,0.248848703398231,0.840967910336382
"MS",1990,0.321967104541205,0.636053320469953
"MS",1991,0.319313296133154,0.633786156561678
"MS",1992,0.318921811433629,0.631148965558246
"MS",1993,0.317568076531957,0.629177432111785
"MS",1994,0.31693995370756,0.627976208185075
"MS",1995,0.315269007246225,0.626542288255709
"MS",1996,0.313868020821772,0.625188085521372
"MS",1997,0.312941573004576,0.62435127929236
"MS",1998,0.310566329415573,0.623458999712639
"MS",1999,0.309119829953811,0.622553393994077
"MS",2000,0.306229248973003,0.62190465858691
"MS",2001,0.302773156901136,0.621044418600249
"MS",2002,0.299451740155687,0.62031965091593
"MS",2003,0.296817082660464,0.619470266832897
"MS",2004,0.295094167206067,0.618534376828048
"MS",2005,0.292887713213921,0.617527597753982
"MS",2006,0.291299280063395,0.613656626659479
"MS",2007,0.291099766079874,0.612046715727287
"MS",2008,0.290100501864777,0.610419749467909
"MS",2009,0.288361666014369,0.609463919853291
"MS",2010,0.285050435138567,0.607681478299627
"MS",2011,0.281252318520874,0.606325646726744
"MS",2012,0.27803591106154,0.605321507760532
"MS",2013,0.275146041219777,0.603617077730165
"MS",2014,0.272788071967331,0.602154913545305
"MS",2015,0.27084719911955,0.600698818894344
"MS",2016,0.269097283812449,0.599530512346642
"MS",2017,0.267107689115981,0.598569855881359
"MS",2018,0.264637271806294,0.597547148291524
"MS",2019,0.262247286678187,0.597184482362946
"MT",1990,0.307442852072721,0.932777141828834
"MT",1991,0.305866515166485,0.931728584132003
"MT",1992,0.30731075238868,0.931941097400002
"MT",1993,0.306548242639042,0.931967739987997
"MT",1994,0.304312288547856,0.931253236364312
"MT",1995,0.299346417159031,0.930722956854862
"MT",1996,0.295552967885053,0.929947847908162
"MT",1997,0.291868991363859,0.928925174043254
"MT",1998,0.29059389465404,0.927426322034981
"MT",1999,0.288220593265568,0.925652947553612
"MT",2000,0.284980852492827,0.922564626294435
"MT",2001,0.282735420817433,0.921143246512254
"MT",2002,0.278081799604461,0.92026255200638
"MT",2003,0.274203755858334,0.919485010275872
"MT",2004,0.270197385186595,0.918719066159575
"MT",2005,0.266071128452019,0.917896143184463
"MT",2006,0.262453132806825,0.917457058524686
"MT",2007,0.260091675598576,0.916796412585803
"MT",2008,0.25806854667329,0.916412590957738
"MT",2009,0.255843094690757,0.91528097058686
"MT",2010,0.253397355599139,0.914431960528799
"MT",2011,0.251602300574743,0.912516193463255
"MT",2012,0.248972138400431,0.911017620342245
"MT",2013,0.247590445248424,0.909561164558111
"MT",2014,0.246141139421981,0.908577322533515
"MT",2015,0.244844367888595,0.907882287294694
"MT",2016,0.243623776131061,0.907033517508135
"MT",2017,0.242189415115888,0.906118109383343
"MT",2018,0.23993438078941,0.905979739125926
"MT",2019,0.238043822009809,0.905640834672869
"NC",1990,0.277972321795146,0.759093765681235
"NC",1991,0.272230951552707,0.757783434645976
"NC",1992,0.270986517164757,0.756158066140909
"NC",1993,0.27061696042692,0.75473013785107
"NC",1994,0.270887879034944,0.753736053019465
"NC",1995,0.270350733061808,0.753056160150879
"NC",1996,0.270653154984821,0.752440381992542
"NC",1997,0.271038191417461,0.75190068990737
"NC",1998,0.271016802019075,0.751530806092005
"NC",1999,0.271541574222129,0.751112825295014
"NC",2000,0.271792243480077,0.749553987606931
"NC",2001,0.272754412175605,0.748051003383385
"NC",2002,0.273058145005147,0.746411358553559
"NC",2003,0.273177765131758,0.744654111646885
"NC",2004,0.272498021781912,0.743106868672508
"NC",2005,0.272375777490932,0.741682726608877
"NC",2006,0.271387207071222,0.740152199047466
"NC",2007,0.27200646367195,0.738440631464865
"NC",2008,0.271114219541887,0.73648107422899
"NC",2009,0.270114733311562,0.734374255918208
"NC",2010,0.26751071590127,0.73238264470501
"NC",2011,0.264883006032974,0.730488200371273
"NC",2012,0.262062802144443,0.728398121088764
"NC",2013,0.259344088223749,0.726028045776351
"NC",2014,0.256864696034496,0.724043774987071
"NC",2015,0.254690307054296,0.722540448496687
"NC",2016,0.253095977976104,0.720856210882984
"NC",2017,0.251332142540981,0.719138141878939
"NC",2018,0.249494707711661,0.718036548263445
"NC",2019,0.247179275070642,0.717036781932715
"ND",1990,0.299586786579581,0.949771438876561
"ND",1991,0.299253011782878,0.948225175500548
"ND",1992,0.298201412359003,0.947054556166105
"ND",1993,0.29796199720531,0.946790161193732
"ND",1994,0.297380289204161,0.945960322826781
"ND",1995,0.295579718198545,0.945137010829968
"ND",1996,0.292821757059697,0.943345603045595
"ND",1997,0.291117965387954,0.942519500828054
"ND",1998,0.290072150874397,0.940694822804124
"ND",1999,0.288321932638892,0.93906177484521
"ND",2000,0.285298190251751,0.934468079803995
"ND",2001,0.283359048104879,0.932161511715608
"ND",2002,0.278616289127628,0.930032530618897
"ND",2003,0.273773240223726,0.928159394631013
"ND",2004,0.269476737422542,0.925930464320891
"ND",2005,0.265752860673994,0.923631264423322
"ND",2006,0.262113079014878,0.92149942564311
"ND",2007,0.260217946086376,0.919624338640548
