"State","Year","under19_pop_prct","white_pop_prct","Income","income_adj","educ_spending","governor","house","senate"
"CO",2011,0.268210707526574,0.89718943634854,58630,62734.1,5746.795898,-1,1,-1
"CO",2012,0.264957159614355,0.895806127395142,57260,60123,5565.087891,-1,1,-1
"CO",2013,0.261856867528874,0.894276466184036,65640,67609.2,5588.166504,-1,-1,-1
"CT",1997,0.266923293727615,0.876169630626617,43990,65985,6697.4375,1,-1,-1
"CT",1998,0.269386085021715,0.872904825409051,46510,68369.7,6392.750977,1,-1,-1
"CT",1999,0.270912098124233,0.869588391924052,50590,72849.6,7073.67627,1,-1,-1
"CT",2000,0.271457366645006,0.866648670179792,50170,69736.3,7257.177246,1,-1,-1
"CT",2001,0.272290978156538,0.863784015252699,53350,72556,7502.927734,1,-1,-1
"CT",2002,0.272014245613082,0.860409066977685,53390,71008.7,7815.854004,1,-1,-1
"CT",2003,0.270954925127772,0.857017807697076,54970,71461,8033.40625,1,-1,-1
"CT",2004,0.2697999538914,0.854168966852722,55100,69977,8238.84668,1,-1,-1
"CT",2005,0.267818016536278,0.851091944124762,56840,69913.2,8357.780273,1,-1,-1
"CT",2006,0.265846377783969,0.847803244386574,62400,74256,8669.975586,1,-1,-1
"CT",2007,0.26381734315774,0.844651245864365,64140,74402.4,8952.786133,1,-1,-1
"CT",2008,0.261386645171353,0.841615995582104,64680,71794.8,9281.356445,1,-1,-1
"CT",2009,0.258705202162835,0.838294719506138,64850,72632,9889.038086,1,-1,-1
